data_year,criminal_act_id,offense_id
2024,6,240523773
2024,8,240523560
2024,9,240523677
2024,8,240523615
2024,3,240523655
2024,6,240523729
2024,6,240523791
2024,6,240523792
2024,6,240523823
2024,6,240523876
2024,6,240523692
2024,8,240523861
2024,9,240524957
2024,8,240524036
2024,6,240524022
2024,3,240524142
2024,6,240524122
2024,6,240524157
2024,8,240524130
2024,9,233108739
2024,9,233108443
2024,9,230343309
2024,6,230343334
2024,6,230343335
2024,6,230343336
2024,9,230343232
2024,9,230343395
2024,9,233108518
2024,9,230343388
2024,9,230343404
2024,1,230343494
2024,9,230343339
2024,9,230343384
2024,9,230343403
2024,1,230343429
2024,6,236624807
2024,6,236624808
2024,6,236624809
2024,9,230343390
2024,6,230343415
2024,6,230343416
2024,9,233108669
2024,9,230343502
2024,9,230343534
2024,6,230343522
2024,9,230343541
2024,9,233108705
2024,9,230343456
2024,9,230343490
2024,9,230343645
2024,9,245142108
2024,6,245142109
2024,6,245142110
2024,9,230343482
2024,6,230343496
2024,9,230343505
2024,9,230343514
2024,9,230343527
2024,9,230343540
2024,9,233108818
2024,6,230343558
2024,1,233108734
2024,6,230343629
2024,6,230343630
2024,6,236624992
2024,9,230343533
2024,9,233108508
2024,9,230343668
2024,9,233108820
2024,9,233108939
2024,9,233108980
2024,9,233109061
2024,9,243578479
2024,9,233108955
2024,9,233108994
2024,9,233109038
2024,9,233109085
2024,9,233108828
2024,9,233108870
2024,6,233108871
2024,6,236624860
2024,9,243578311
2024,9,233109083
2024,9,243578404
2024,9,243578475
2024,9,243578594
2024,9,233109023
2024,9,233109125
2024,9,233109127
2024,9,233108932
2024,9,233109292
2024,9,233108918
2024,9,233108948
2024,9,233109059
2024,9,233109131
2024,1,236625093
2024,9,233109174
2024,1,233109148
2024,9,233109186
2024,9,233109072
2024,9,233109106
2024,6,233109139
2024,9,233109181
2024,9,233109324
2024,6,233109031
2024,9,236624907
2024,9,233109069
2024,9,233109102
2024,6,233109166
2024,6,233109167
2024,9,233109087
2024,9,236624926
2024,9,236624946
2024,9,233109333
2024,6,233109207
2024,9,233109238
2024,9,233109379
2024,9,233109416
2024,9,233109123
2024,9,233109124
2024,9,236624967
2024,6,236624968
2024,9,233109197
2024,6,233109222
2024,6,233109302
2024,6,233109303
2024,6,233109304
2024,9,233109397
2024,9,233109349
2024,9,236624989
2024,9,236625004
2024,9,233109291
2024,6,236625054
2024,6,236625074
2024,6,236625075
2024,6,236625123
2024,9,236625215
2024,9,236625241
2024,9,236625229
2024,9,236625246
2024,9,236625060
2024,9,236625073
2024,9,236625136
2024,9,236625152
2024,9,236625168
2024,9,236625188
2024,9,236625238
2024,9,236625488
2024,9,236625309
2024,1,240466295
2024,6,245143747
2024,6,245143748
2024,6,236625414
2024,9,236625456
2024,9,243578381
2024,9,240466317
2024,6,245143763
2024,9,236625355
2024,9,236625356
2024,9,236625445
2024,9,236625548
2024,9,236625523
2024,9,236625579
2024,9,245143845
2024,9,236625685
2024,9,236625727
2024,9,236625689
2024,6,236625732
2024,6,236625733
2024,9,236625756
2024,9,236625771
2024,9,243578524
2024,6,236625721
2024,6,236625722
2024,6,245143932
2024,6,245143934
2024,9,236625824
2024,9,236625837
2024,9,236625853
2024,9,236625869
2024,9,236625887
2024,9,236625914
2024,9,236625870
2024,9,236625911
2024,9,240466162
2024,9,240466163
2024,6,236626009
2024,9,236626035
2024,9,236626057
2024,9,236626072
2024,9,236625954
2024,9,236625976
2024,9,236626086
2024,9,236626110
2024,9,236626140
2024,6,240466189
2024,9,236626235
2024,9,236626157
2024,9,236626220
2024,9,240466240
2024,9,236626239
2024,9,236626172
2024,9,236626304
2024,9,236626372
2024,9,236626420
2024,1,236626452
2024,1,236626309
2024,6,236626321
2024,9,236626334
2024,9,236626415
2024,9,236626524
2024,9,240466329
2024,9,236626587
2024,9,240466374
2024,9,236626605
2024,9,240466422
2024,9,236626399
2024,1,236626400
2024,9,236626572
2024,9,236626590
2024,9,236626608
2024,6,236626644
2024,9,243578382
2024,9,240466471
2024,9,236626673
2024,1,236626697
2024,1,236626602
2024,9,236626618
2024,9,236626704
2024,9,236626613
2024,9,240466167
2024,9,236626677
2024,9,245144062
2024,6,245144064
2024,9,236626755
2024,9,240466462
2024,6,240466540
2024,6,240466541
2024,6,240466542
2024,6,240466245
2024,6,240466468
2024,9,240466516
2024,9,240466702
2024,10,240466267
2024,9,240466687
2024,9,240466350
2024,1,240466461
2024,9,240466569
2024,1,240466477
2024,1,240466472
2024,9,240466548
2024,9,240466694
2024,1,240466533
2024,9,240466622
2024,6,240466657
2024,9,240466737
2024,9,240466783
2024,3,240466826
2024,9,240466870
2024,6,240466553
2024,9,240466588
2024,9,240466630
2024,9,240466677
2024,9,240466715
2024,9,240466748
2024,9,240466943
2024,6,240466876
2024,9,240466979
2024,9,240466711
2024,9,240466824
2024,9,240466860
2024,6,240466861
2024,6,240466865
2024,9,245142091
2024,9,240467087
2024,9,240466822
2024,9,240466904
2024,9,240466807
2024,9,240466839
2024,9,240466882
2024,9,240467098
2024,9,240466848
2024,9,240466906
2024,9,240467020
2024,6,240467130
2024,6,240466859
2024,9,240467110
2024,9,240467167
2024,9,240467155
2024,9,240467156
2024,9,240467199
2024,9,240467205
2024,9,240467239
2024,9,240467290
2024,9,240466939
2024,9,240466973
2024,9,240467058
2024,9,240467215
2024,9,243578787
2024,9,240467256
2024,9,240467040
2024,9,240467069
2024,9,240467179
2024,9,240467336
2024,9,240467134
2024,9,240467373
2024,9,240467100
2024,9,240467208
2024,9,240467253
2024,9,240467311
2024,9,240467324
2024,9,240467367
2024,9,240467454
2024,9,240467489
2024,9,240467137
2024,9,243578836
2024,9,240467209
2024,9,240467251
2024,9,243578908
2024,9,240467316
2024,9,243578646
2024,9,243578647
2024,6,245142163
2024,6,245142164
2024,9,240467384
2024,9,243578410
2024,9,240467579
2024,9,240467599
2024,9,240467639
2024,9,240467278
2024,9,240467279
2024,9,240467517
2024,9,240467344
2024,9,245142182
2024,6,245142183
2024,9,240467538
2024,9,243578960
2024,6,243579017
2024,9,243578785
2024,9,243578827
2024,9,243578800
2024,6,243578830
2024,6,243579000
2024,9,243579161
2024,9,243578788
2024,6,243579136
2024,9,243578803
2024,6,243578856
2024,6,243578857
2024,9,243578884
2024,9,243578925
2024,9,243579008
2024,9,243579009
2024,9,243579230
2024,9,243578927
2024,6,243578929
2024,9,243579012
2024,9,245142198
2024,9,243579165
2024,9,243579203
2024,9,243579244
2024,9,243579423
2024,9,243579079
2024,9,243579120
2024,11,243579394
2024,7,243579431
2024,9,243579151
2024,9,243579197
2024,9,243579246
2024,9,243579565
2024,9,243579309
2024,9,243579386
2024,9,243579399
2024,9,245142236
2024,9,243579363
2024,6,243579364
2024,9,243579410
2024,9,243579454
2024,9,243579471
2024,9,243579564
2024,6,243579327
2024,9,243579359
2024,9,243579360
2024,9,243579439
2024,6,243579440
2024,9,243579532
2024,9,243579559
2024,9,243579637
2024,9,243579426
2024,9,245142283
2024,9,243579691
2024,9,243579727
2024,9,243579771
2024,9,243579816
2024,9,243579857
2024,9,245142296
2024,9,243579527
2024,1,243579919
2024,9,243579602
2024,9,243579677
2024,9,243579793
2024,9,243579861
2024,9,243579862
2024,6,243579863
2024,9,243579937
2024,9,243579972
2024,9,243579630
2024,9,245142309
2024,9,243579659
2024,9,243579660
2024,9,243579712
2024,9,243579751
2024,9,243579787
2024,6,243579976
2024,6,243580013
2024,9,243579693
2024,1,245142225
2024,9,243579733
2024,9,243579856
2024,9,243579899
2024,9,243579808
2024,9,245142232
2024,9,243579827
2024,9,243579873
2024,6,243579911
2024,6,243579931
2024,9,243579957
2024,9,243579995
2024,9,245142244
2024,6,225798763
2024,6,225798764
2024,6,225798646
2024,6,225798689
2024,6,225759299
2024,6,225759301
2024,6,225759304
2024,6,225759080
2024,6,225759103
2024,8,225759324
2024,6,225759353
2024,6,225759354
2024,6,227595053
2024,6,227595054
2024,3,227594926
2024,6,233172046
2024,6,236663342
2024,6,236663411
2024,6,236663412
2024,6,236663413
2024,6,236663501
2024,6,236663368
2024,6,240547000
2024,6,240547106
2024,6,240547107
2024,6,240547168
2024,6,240547169
2024,6,240547090
2024,6,240547273
2024,6,240547250
2024,5,240547018
2024,6,225757558
2024,6,240524175
2024,3,240524214
2024,9,240524279
2024,6,243606302
2024,2,243606680
2024,1,243606124
2024,6,243606248
2024,6,243606249
2024,6,243606250
2024,8,243606127
2024,6,243606185
2024,6,243606222
2024,3,243606314
2024,6,243606129
2024,6,243606304
2024,6,243606231
2024,6,243606297
2024,6,243606329
2024,3,243606365
2024,3,243606300
2024,6,243606291
2024,6,243606294
2024,6,243606332
2024,9,243606460
2024,6,243606491
2024,6,243606430
2024,1,243606388
2024,3,243606414
2024,6,243606467
2024,1,243606454
2024,6,243606449
2024,3,243606408
2024,6,243606576
2024,8,243606443
2024,8,243606451
2024,6,243606589
2024,6,243606476
2024,6,243606676
2024,6,220962683
2024,2,225795372
2024,6,220962780
2024,9,220962501
2024,9,220962087
2024,6,220962821
2024,9,225749443
2024,9,220962919
2024,9,220962597
2024,9,227589579
2024,8,220962879
2024,9,220962974
2024,9,220963033
