yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
36272024,3627,2024,GA0331300,GA0331300,,N,N,,I,COBB CNTY BOARD OF EDUC,COBB CO SCHOOLS OF SAFETY AND SECURITY MARIETTA,Cobb County Board of Education,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,68,0,68,12,3,15,0,0,2018-01-01,2019-10-01,2019-10-01,2020-08-01,2020-08-01,2020-08-01,N,COBB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36292024,3629,2024,GA0340000,GA0340000,,N,N,,I,COFFEE,COFFEE CO SO DOUGLAS,Coffee,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,27898,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,46,12,58,7,46,53,1.9,4.0,2018-01-01,2019-10-01,2019-10-01,2019-10-01,2019-10-01,2019-10-01,N,COFFEE,Not Specified,Y,Y,Y
36302024,3630,2024,GA0340100,GA0340100,,N,N,,I,DOUGLAS,DOUGLAS PD,Douglas,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,11789,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,34,0,34,5,4,9,3.3,3.6,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2019-11-01,N,COFFEE,Not Specified,Y,Y,Y
36312024,3631,2024,GA0340300,GA0340300,,N,N,,I,BROXTON,BROXTON PD,Broxton,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1081,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,1,1,4.6,5.6,2018-01-01,2021-01-01,2021-04-01,2021-04-01,2021-04-01,2021-12-01,N,COFFEE,Not Specified,Y,Y,Y
36352024,3635,2024,GA0350100,GA0350100,,N,N,,I,MOULTRIE,MOULTRIE PD,Moultrie,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,14546,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,5,24,3,6,9,1.5,2.3,2018-01-01,2019-07-01,2019-07-01,2019-10-01,2019-10-01,2019-10-01,N,COLQUITT,Not Specified,Y,Y,Y
36372024,3637,2024,GA0350300,GA0350300,,N,N,,I,DOERUN,DOERUN PD,Doerun,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,712,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,1,6,0,0,0,7.0,8.4,2018-01-01,2019-10-01,2019-10-01,2020-11-01,2020-11-01,2020-11-01,N,COLQUITT,Not Specified,Y,Y,Y
36402024,3640,2024,GA0360000,GA0360000,,N,N,,I,COLUMBIA,COLUMBIA CO SO APPLING,Columbia,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,146451,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,172,61,233,32,66,98,1.4,2.3,2018-01-01,2019-10-01,2022-10-01,2022-10-01,2023-09-01,2022-10-01,N,COLUMBIA,"Augusta-Richmond County, GA-SC",Y,Y,Y
36412024,3641,2024,GA0360100,GA0360100,,N,N,,I,GROVETOWN,GROVETOWN DEPARTMENT OF PUBLIC SAFETY,Grovetown,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,18169,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,16,1,17,3,7,10,1.0,1.5,2018-01-01,2019-08-01,2019-08-01,2019-12-01,2019-12-01,2019-12-01,N,COLUMBIA,"Augusta-Richmond County, GA-SC",Y,Y,Y
36422024,3642,2024,GA0360200,GA0360200,,N,N,,I,HARLEM,HARLEM PD,Harlem,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,4128,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,0,2,2,1.9,2.4,2018-01-01,2019-10-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,N,COLUMBIA,"Augusta-Richmond County, GA-SC",Y,Y,Y
36432024,3643,2024,GA0370000,GA0370000,,N,N,,I,COOK,COOK CO SO ADEL,Cook,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,9175,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,22,12,34,6,11,17,3.1,5.6,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2019-12-01,N,COOK,Not Specified,Y,Y,Y
36472024,3647,2024,GA0380000,GA0380000,,N,N,,I,COWETA,COWETA CO SO NEWNAN,Coweta,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,103911,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,221,12,233,66,20,86,2.8,3.1,2018-01-01,2018-12-01,2018-12-01,2019-03-01,2019-03-01,2019-03-01,N,COWETA,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36482024,3648,2024,GA0380100,GA0380100,,N,N,,I,NEWNAN,NEWNAN PD,Newnan,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,45655,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,83,1,84,11,13,24,2.1,2.4,2018-01-01,2019-07-01,2019-07-01,2020-01-01,2020-01-01,2020-01-01,N,COWETA,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36492024,3649,2024,GA0380200,GA0380200,,N,N,,I,GRANTVILLE,GRANTVILLE PD,Grantville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,3337,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,1,1,2,3.3,3.6,2018-01-01,2019-10-01,2019-10-01,2020-02-01,2020-02-01,2020-02-01,N,COWETA,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36502024,3650,2024,GA0380300,GA0380300,,N,N,,I,SENOIA,SENOIA PD,Senoia,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,6263,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2018-01-01,2021-10-01,2021-12-01,2022-02-01,2021-12-01,2021-12-01,N,COWETA,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36512024,3651,2024,GA0390000,GA0390000,,N,N,,I,CRAWFORD,CRAWFORD CO SO KNOXVILLE,Crawford,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,11612,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,16,3,19,0,16,16,1.4,3.0,2018-01-01,2019-09-01,2019-09-01,2020-09-01,2020-07-01,2020-07-01,N,CRAWFORD,"Macon-Bibb County, GA",Y,Y,Y
36532024,3653,2024,GA0400000,GA0400000,,N,N,,I,CRISP,CRISP CO SO CORDELE,Crisp,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,9815,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,43,8,51,15,38,53,5.9,10.6,2018-01-01,2018-09-01,2018-09-01,2020-09-01,2020-09-01,2020-09-01,N,CRISP,Not Specified,Y,Y,Y
36542024,3654,2024,GA0400100,GA0400100,,N,N,,I,CORDELE,CORDELE PD,Cordele,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,9762,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,16,2,18,2,12,14,1.8,3.3,2018-01-01,2019-10-01,2019-10-01,2020-08-01,2020-05-01,2020-05-01,N,CRISP,Not Specified,Y,Y,Y
36562024,3656,2024,GA0410000,GA0410000,,N,N,,I,DADE,DADE CO SO TRENTON,Dade,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,13973,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,26,0,26,5,1,6,2.2,2.3,2018-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,DADE,"Chattanooga, TN-GA",Y,Y,Y
36582024,3658,2024,GA0420000,GA0420000,,N,N,,I,DAWSON,DAWSON CO SO DAWSONVILLE,Dawson,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,33607,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,68,12,80,14,22,36,2.4,3.5,2018-01-01,2019-09-01,2019-09-01,2020-03-01,2020-03-01,2021-06-01,N,DAWSON,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36602024,3660,2024,GA0430000,GA0430000,,N,N,,I,DECATUR,DECATUR COUNTY SHERIFF'S OFFICE,Decatur,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,14286,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,29,16,45,0,16,16,2.0,4.3,2018-01-01,2019-10-01,2019-10-01,2020-02-01,2020-02-01,2020-02-01,N,DECATUR,Not Specified,Y,Y,Y
36612024,3661,2024,GA0430100,GA0430100,,N,N,,I,BAINBRIDGE,BAINBRIDGE PD,Bainbridge,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,14402,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,36,6,42,3,2,5,2.7,3.3,2018-01-01,2019-09-01,2019-09-01,2019-12-01,2019-12-01,2019-12-01,N,DECATUR,Not Specified,Y,Y,Y
36642024,3664,2024,GA0430400,GA0430400,,N,N,,I,DECATUR COUNTY SCHOOLS,DECATUR CO SCHOOL POLICE DEPARTMENT,Decatur County Schools,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,5,0,5,2,0,2,0,0,2018-01-01,2019-08-01,2019-08-01,2020-07-01,2020-07-01,2020-07-01,N,DECATUR,Not Specified,Y,Y,Y
36652024,3665,2024,GA0440000,GA0440000,,N,N,,I,DEKALB,DEKALB COUNTY SHERIFF'S OFFICE,DeKalb,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,140,49,189,166,147,313,0,0,2018-01-01,2020-12-01,2021-04-01,2022-02-01,2021-04-01,2021-04-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36662024,3666,2024,GA0440100,GA0440100,,N,N,,I,DECATUR,DECATUR PD,Decatur,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,24112,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,26,1,27,5,10,15,1.3,1.7,2018-01-01,2019-10-01,2019-10-01,2020-07-01,2020-07-01,2020-07-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36672024,3667,2024,GA0440200,GA0440200,,N,N,,I,DEKALB COUNTY POLICE DEP,DE KALB COUNTY PD DECATUR,DeKalb County Police Department,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,519479,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,424,52,476,110,231,341,1.0,1.6,2018-01-01,2018-01-01,2018-01-01,2020-07-01,2020-07-01,2020-07-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36682024,3668,2024,GA0440300,GA0440300,,N,N,,I,AVONDALE ESTATES,AVONDALE ESTATES PD,Avondale Estates,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,3513,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,0,13,2,0,2,4.3,4.3,2018-01-01,2023-12-01,2023-12-01,2023-12-01,2023-12-01,2023-12-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36692024,3669,2024,GA0440400,GA0440400,,N,N,,I,CHAMBLEE,CHAMBLEE PD,Chamblee,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,32423,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,52,0,52,15,15,30,2.1,2.5,2018-01-01,2020-01-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36702024,3670,2024,GA0440500,GA0440500,,N,N,,I,CLARKSTON,CLARKSTON PD,Clarkston,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,14285,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,16,0,16,1,2,3,1.2,1.3,2018-01-01,2019-08-01,2019-08-01,2019-11-01,2019-11-01,2022-06-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36712024,3671,2024,GA0440600,GA0440600,,N,N,,I,DORAVILLE,DORAVILLE PD,Doraville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,10837,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,36,10,46,7,11,18,4.0,5.9,2018-01-01,2019-09-01,2019-09-01,2021-02-01,2021-02-01,2021-02-01,N,"DEKALB, GWINNETT","Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36722024,3672,2024,GA0440700,GA0440700,,N,N,,I,LITHONIA,LITHONIA PD,Lithonia,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,2558,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,1,3,4,3.1,4.3,2018-01-01,2019-05-01,2019-05-01,2020-05-01,2020-05-01,2020-05-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36742024,3674,2024,GA0440900,GA0440900,,N,N,,I,STONE MOUNTAIN,STONE MOUNTAIN PD,Stone Mountain,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,6505,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,0,12,5,2,7,2.6,2.9,2018-01-01,2019-08-01,2019-08-01,2020-01-01,2020-01-01,2020-01-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36762024,3676,2024,GA0441100,GA0441100,,N,N,,I,STONE MOUNTAIN PARK,STONE MOUNTAIN PARK PD STONE MOUNTAIN,Stone Mountain Park,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,15,1,16,3,2,5,0,0,2018-01-01,2019-09-01,2019-09-01,2019-10-01,2019-10-01,2019-10-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36772024,3677,2024,GA044139E,GA0441300,,N,N,,I,AGNES SCOTT COLLEGE,AGNES SCOTT COLLEGE DEPT PUB SFTY DECATUR,Agnes Scott College,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,3,3,0,0,2018-01-01,2020-01-01,2020-01-01,2021-02-01,2021-02-01,2021-02-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36782024,3678,2024,GA044149E,GA0441400,,N,N,,I,EMORY UNIVERSITY,DORAVILLE MARSHALS OFFICE,Emory University,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,41,6,47,12,20,32,0,0,2018-01-01,2019-08-01,2019-08-01,2020-01-01,2020-01-01,2020-01-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36812024,3681,2024,GA0447100,GA0447100,,N,N,,I,DUNWOODY,DUNWOODY POLICE DEPARTMENT,Dunwoody ,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,51752,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,62,2,64,6,14,20,1.3,1.6,2018-01-01,2018-01-01,2018-01-01,2019-06-01,2019-06-01,2019-06-01,N,DEKALB,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
36832024,3683,2024,GA0450100,GA0450100,,N,N,,I,EASTMAN,EASTMAN PD,Eastman,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,5538,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,4,2,6,2.5,2.9,2018-01-01,2019-09-01,2019-09-01,2020-01-01,2020-01-01,2020-01-01,N,DODGE,Not Specified,Y,Y,Y
36922024,3692,2024,GA0470000,GA0470000,,N,N,,I,DOUGHERTY,DOUGHERTY CO SO ALBANY,Dougherty,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,55,70,125,26,89,115,0,0,2018-01-01,2019-10-01,2019-10-01,2019-12-01,2019-12-01,2019-12-01,N,DOUGHERTY,"Albany, GA",Y,Y,Y
36932024,3693,2024,GA0470100,GA0470100,,N,N,,I,ALBANY,ALBANY PD,Albany,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,66169,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,81,10,91,42,34,76,1.9,2.5,2018-01-01,2019-05-01,2019-05-01,2019-08-01,2019-08-01,2019-08-01,N,DOUGHERTY,"Albany, GA",Y,Y,Y
36942024,3694,2024,GA0470200,GA0470200,,N,N,,I,DOUGHERTY COUNTY POL DPT,DOUGHERTY COUNTY PD ALBANY,Dougherty County Police Department,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,16022,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,26,0,26,10,8,18,2.2,2.7,2018-01-01,2019-09-01,2019-09-01,2019-10-01,2019-10-01,2020-01-01,N,DOUGHERTY,"Albany, GA",Y,Y,Y
36972024,3697,2024,GA0470500,GA0470500,,N,N,,I,DOUGHERTY CO BOARD OF ED,DOUGHERTY CO BRD EDUC DEPT SAFETY & SEC ALBANY,Dougherty County Board of Education,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,N,,,,,,,0,0,2018-01-01,2019-07-01,2019-07-01,2020-05-01,2020-05-01,2020-05-01,N,DOUGHERTY,"Albany, GA",Y,Y,Y
37002024,3700,2024,GA0480000,GA0480000,,N,N,,I,DOUGLAS,DOUGLAS CO SO DOUGLASVILLE,Douglas,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,102616,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,186,53,239,41,75,116,2.2,3.5,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2020-09-01,N,DOUGLAS,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
37012024,3701,2024,GA0480100,GA0480100,,N,N,,I,DOUGLASVILLE,DOUGLASVILLE PD,Douglasville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,40595,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,84,4,88,12,17,29,2.4,2.9,2018-01-01,2019-07-01,2019-07-01,2019-09-01,2019-08-01,2019-09-01,N,DOUGLAS,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
37022024,3702,2024,GA0490000,GA0490000,,N,N,,I,EARLY,EARLY CO SO BLAKELY,Early,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,5048,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,11,6,17,2,14,16,2.6,6.5,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2019-11-01,N,EARLY,Not Specified,Y,Y,Y
37032024,3703,2024,GA0490100,GA0490100,,N,N,,I,BLAKELY,BLAKELY PD,Blakely,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,5178,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,3,3,6,2.5,3.1,2018-01-01,2019-07-01,2019-07-01,2019-10-01,2019-10-01,2019-10-01,N,EARLY,Not Specified,Y,Y,Y
37052024,3705,2024,GA0500000,GA0500000,,N,N,,I,ECHOLS,ECHOLS CO SO STATENVILLE,Echols,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,3721,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,6,0,6,3,0,3,2.4,2.4,2018-01-01,2018-11-01,2018-11-01,2019-03-01,2019-03-01,2019-03-01,N,ECHOLS,"Valdosta, GA",Y,Y,Y
37062024,3706,2024,GA0510000,GA0510000,,N,N,,I,EFFINGHAM,EFFINGHAM CO SO SPRINGFIELD,Effingham,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,55628,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,73,20,93,19,50,69,1.7,2.9,2018-01-01,2019-10-01,2019-10-01,2020-09-01,2020-05-01,2020-05-01,N,EFFINGHAM,"Savannah, GA",Y,Y,Y
37082024,3708,2024,GA0510200,GA0510200,,N,N,,I,RINCON,RINCON PD,Rincon,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,11833,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,22,0,22,1,2,3,1.9,2.1,2018-01-01,2019-06-01,2019-06-01,2019-08-01,2019-08-01,2019-08-01,N,EFFINGHAM,"Savannah, GA",Y,Y,Y
37092024,3709,2024,GA0510300,GA0510300,,N,N,,I,SPRINGFIELD,SPRINGFIELD PD,Springfield,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,3507,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,1,1,2,2.6,2.9,2018-01-01,2019-08-01,2019-08-01,2020-01-01,2020-01-01,2020-01-01,N,EFFINGHAM,"Savannah, GA",Y,Y,Y
37102024,3710,2024,GA0520000,GA0520000,,N,N,,I,ELBERT,ELBERT CO SO ELBERTON,Elbert,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,15390,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,26,9,35,2,15,17,1.8,3.4,2018-01-01,2018-01-01,2018-01-01,2020-11-01,2020-11-01,2020-11-01,N,ELBERT,Not Specified,Y,Y,Y
