yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
38222024,3822,2024,GA0671000,GA0671000,,N,N,,I,GWINNETT CO PUB SCHOOLS,GWINNETT CO PUBLIC SCHOOL POLICE LAWRENCEVILLE,Gwinnett County Public Schools,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,89,1,90,25,9,34,0,0,2018-01-01,2018-01-01,2018-01-01,2019-06-01,2019-06-01,2021-07-01,N,GWINNETT,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38242024,3824,2024,GA0671700,GA0671700,,N,N,,I,GEORGIA GWINNETT COLLEGE,GEORGIA GWINETT COLLEGE POLICE,Georgia Gwinnett College,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,12,1,13,2,3,5,0,0,2018-01-01,2019-08-01,2019-08-01,2019-09-01,2019-09-01,2021-11-01,N,GWINNETT,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38252024,3825,2024,GA0680000,GA0680000,,N,N,,I,HABERSHAM,HABERSHAM CO SO CLARKESVILLE,Habersham,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,34428,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,51,20,71,7,18,25,1.7,2.8,2018-01-01,2019-08-01,2019-08-01,2020-09-01,2020-06-01,2020-06-01,N,HABERSHAM,Not Specified,Y,Y,Y
38282024,3828,2024,GA0680300,GA0680300,,N,N,,I,DEMOREST,DEMOREST,Demorest,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,2054,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,0,3,3,2.9,4.4,2018-01-01,2019-08-01,2019-08-01,2021-02-01,2021-02-01,2021-02-01,N,HABERSHAM,Not Specified,Y,Y,Y
38302024,3830,2024,GA0680500,GA0680500,,N,N,,I,BALDWIN,BALDWIN PD,Baldwin,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,4135,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,0,9,1,3,4,2.4,3.1,2018-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,2024-01-01,N,"BANKS, HABERSHAM",Not Specified,Y,Y,Y
38322024,3832,2024,GA068089E,GA0680800,,N,N,,I,PIEDMONT COLLEGE,PIEDMONT COLLEGE CAMPUS POLICE DEPT DEMOREST,Piedmont College ,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,2,7,1,0,1,0,0,2018-01-01,2019-02-01,2019-02-01,2019-08-01,2019-06-01,,N,HABERSHAM,Not Specified,Y,Y,Y
38332024,3833,2024,GA0680900,GA0680900,,N,N,,I,ALTO,ALTO POLICE DEPARTMENT,Alto,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1005,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,1,3,0,4,4,2.0,7.0,2018-01-01,2019-01-01,2019-01-01,2019-06-01,2019-06-01,2019-06-01,N,"BANKS, HABERSHAM",Not Specified,Y,Y,Y
38342024,3834,2024,GA0690000,GA0690000,,N,N,,I,HALL,HALL CO SO GAINESVILLE,Hall,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,150860,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,243,66,309,40,75,115,1.9,2.8,2018-01-01,2018-01-01,2018-01-01,2019-06-01,2019-06-01,2019-06-01,N,HALL,"Gainesville, GA",Y,Y,Y
38352024,3835,2024,GA0690100,GA0690100,,N,N,,I,GAINESVILLE,GAINESVILLE PD,Gainesville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,48944,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,76,2,78,16,13,29,1.9,2.2,2018-01-01,2019-10-01,2019-10-01,2020-02-01,2020-02-01,2020-02-01,N,HALL,"Gainesville, GA",Y,Y,Y
38372024,3837,2024,GA0690300,GA0690300,,N,N,,I,FLOWERY BRANCH,FLOWERY BRANCH PD,Flowery Branch,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,12402,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,0,25,0,4,4,2.0,2.3,2018-01-01,2019-12-01,2019-12-01,2020-09-01,2020-05-01,2021-06-01,N,HALL,"Gainesville, GA",Y,Y,Y
38382024,3838,2024,GA0690400,GA0690400,,N,N,,I,OAKWOOD,OAKWOOD PD,Oakwood,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,7029,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,17,0,17,3,1,4,2.8,3.0,2018-01-01,2019-11-01,2019-11-01,2020-11-01,2020-11-01,2020-11-01,N,HALL,"Gainesville, GA",Y,Y,Y
38402024,3840,2024,GA0690600,GA0690600,,N,N,,I,HALL COUNTY MARSHAL,HALL CO MARSHALLS OFFICE GAINESVILLE,Hall County Marshal,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,Other,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,15,0,15,1,2,3,0,0,2018-01-01,2018-12-01,2018-12-01,,,,N,HALL,"Gainesville, GA",Y,Y,Y
38432024,3843,2024,GA0700100,GA0700100,,N,N,,I,SPARTA,SPARTA PD,Sparta,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1309,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,1,6,7,5.3,9.9,2018-01-01,2019-10-01,2019-10-01,2020-02-01,2020-02-01,2020-02-01,N,HANCOCK,Not Specified,Y,Y,Y
38452024,3845,2024,GA0710000,GA0710000,,N,N,,I,HARALSON,HARALSON CO SO BUCHANAN,Haralson,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,20830,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,37,24,61,4,13,17,2.0,3.7,2018-01-01,2019-10-01,2019-10-01,2020-04-01,2020-04-01,2020-04-01,N,HARALSON,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38462024,3846,2024,GA0710100,GA0710100,,N,N,,I,BREMEN,BREMEN PD,Bremen,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,7879,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,19,0,19,4,1,5,2.9,3.0,2018-01-01,2019-05-01,2019-05-01,2020-08-01,2019-07-01,2020-04-01,N,"CARROLL, HARALSON","Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38472024,3847,2024,GA0710200,GA0710200,,N,N,,I,TALLAPOOSA,TALLAPOOSA PD,Tallapoosa,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,3193,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,0,2,2,3.4,4.1,2018-01-01,2019-06-01,2019-06-01,2020-02-01,2020-01-01,2020-02-01,N,HARALSON,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38482024,3848,2024,GA0710300,GA0710300,,N,N,,I,BUCHANAN,BUCHANAN PD,Buchanan,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,966,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,2,1,3,6.2,7.2,2018-01-01,2019-09-01,2019-09-01,2020-06-01,2020-06-01,2020-06-01,N,HARALSON,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38492024,3849,2024,GA0710500,GA0710500,,N,N,,I,WEST GA TECHNICAL COLLEG,WEST GEORGIA TECHNICAL COLLEGE,West Georgia Technical College,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,University or College,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,0,8,1,0,1,0,0,2018-01-01,2019-03-01,2019-03-01,2019-06-01,2019-06-01,2019-06-01,N,HARALSON,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38502024,3850,2024,GA0720000,GA0720000,,N,N,,I,HARRIS,HARRIS CO SO HAMILTON,Harris,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,32316,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,50,12,62,6,9,15,1.7,2.4,2018-01-01,2019-12-01,2019-12-01,2020-11-01,2020-10-01,2020-10-01,N,HARRIS,"Columbus, GA-AL",Y,Y,Y
38512024,3851,2024,GA0720100,GA0720100,,N,N,,I,PINE MOUNTAIN,PINE MOUNTAIN PD,Pine Mountain,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1301,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,1,1,2,5.4,6.1,2018-01-01,2019-01-01,2019-01-01,2019-06-01,2019-06-01,,N,"HARRIS, MERIWETHER","Columbus, GA-AL",Y,Y,Y
38522024,3852,2024,GA0720200,GA0720200,,N,N,,I,WAVERLY HALL,WAVERLY HALL PD,Waverly Hall,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,675,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,2,2,4.4,7.4,2018-01-01,2019-08-01,2019-08-01,2022-05-01,2019-11-01,2019-11-01,N,HARRIS,"Columbus, GA-AL",Y,Y,Y
38532024,3853,2024,GA0720300,GA0720300,,N,N,,I,SHILOH,SHILOH PD,Shiloh,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,429,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,2.3,2.3,2018-01-01,2019-06-01,2019-06-01,2019-12-01,2019-12-01,2019-12-01,N,HARRIS,"Columbus, GA-AL",Y,Y,Y
38542024,3854,2024,GA0720400,GA0720400,,N,N,,I,HAMILTON,HAMILTON,Hamilton,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1790,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,2.2,2.2,2018-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,HARRIS,"Columbus, GA-AL",Y,Y,Y
38552024,3855,2024,GA0730000,GA0730000,,N,N,,I,HART,HART CO SO HARTWELL,Hart,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,22860,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,31,15,46,1,27,28,1.4,3.2,2018-01-01,2019-10-01,2019-10-01,2019-12-01,2019-12-01,2019-12-01,N,HART,Not Specified,Y,Y,Y
38562024,3856,2024,GA0730100,GA0730100,,N,N,,I,HARTWELL,HARTWELL PD,Hartwell,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,4698,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,17,0,17,2,5,7,4.0,5.1,2018-01-01,2019-09-01,2019-09-01,2019-11-01,2019-10-01,2019-10-01,N,HART,Not Specified,Y,Y,Y
38572024,3857,2024,GA0740000,GA0740000,,N,N,,I,HEARD,HEARD CO SO FRANKLIN,Heard,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,11324,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,19,11,30,5,6,11,2.1,3.6,2018-01-01,2018-11-01,2018-11-01,2020-01-01,2020-01-01,2020-01-01,N,HEARD,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38582024,3858,2024,GA0740100,GA0740100,,N,N,,I,FRANKLIN,FRANKLIN PD,Franklin,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,967,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,2,0,2,8.3,8.3,2018-01-01,2019-10-01,2019-10-01,2020-08-01,2020-05-01,2020-05-01,N,HEARD,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38602024,3860,2024,GA0750000,GA0750000,,N,N,,I,HENRY,HENRY CO SO MCDONOUGH,Henry,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,0,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,134,27,161,78,44,122,0,0,2018-01-01,2019-09-01,2019-09-01,2020-11-01,2020-11-01,2021-12-01,N,HENRY,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38612024,3861,2024,GA0750100,GA0750100,,N,N,,I,MCDONOUGH,MCDONOUGH PD,McDonough,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,33140,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,33,2,35,8,5,13,1.2,1.4,2018-01-01,2019-01-01,2019-01-01,2019-07-01,2019-07-01,2019-07-01,N,HENRY,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38622024,3862,2024,GA0750200,GA0750200,,N,N,,I,STOCKBRIDGE,STOCKBRIDGE PD,Stockbridge,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,35352,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2018-01-01,2022-06-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,HENRY,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38632024,3863,2024,GA0750300,GA0750300,,N,N,,I,HAMPTON,HAMPTON PD,Hampton,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,9440,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,18,0,18,4,2,6,2.3,2.5,2018-01-01,2019-09-01,2019-09-01,2019-11-01,2019-11-01,2019-11-01,N,HENRY,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38642024,3864,2024,GA0750400,GA0750400,,N,N,,I,LOCUST GROVE,LOCUST GROVE PD,Locust Grove,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,11978,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,29,0,29,2,2,4,2.6,2.8,2018-01-01,2021-01-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,N,HENRY,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38652024,3865,2024,GA0750500,GA0750500,,N,N,,I,HENRY COUNTY POLICE DEPT,HENRY COUNTY POLICE DEPARTMENT,Henry County Police Department,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,170224,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,243,7,250,47,45,92,1.7,2.0,2018-01-01,2019-06-01,2019-06-01,2021-02-01,2021-02-01,2021-02-01,N,HENRY,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38672024,3867,2024,GA0760100,GA0760100,,N,N,,I,PERRY,PERRY PD,Perry,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,25159,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,36,1,37,9,6,15,1.8,2.1,2018-01-01,2020-02-01,2020-02-01,2021-01-01,2021-01-01,2021-01-01,N,"HOUSTON, PEACH","Warner Robins, GA",Y,Y,Y
38682024,3868,2024,GA0760200,GA0760200,,N,N,,I,WARNER ROBINS,WARNER ROBINS PD,Warner Robins,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,85900,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,96,20,116,12,28,40,1.3,1.8,2018-01-01,2019-09-01,2019-09-01,2020-02-01,2020-02-01,2020-02-01,N,"HOUSTON, PEACH","Warner Robins, GA",Y,Y,Y
38692024,3869,2024,GA0760300,GA0760300,,N,N,,I,CENTERVILLE,CENTERVILLE PD,Centerville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,8539,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,2,11,2,4,6,1.3,2.0,2018-01-01,2019-01-01,2019-01-01,2019-06-01,2019-06-01,,N,HOUSTON,"Warner Robins, GA",Y,Y,Y
38702024,3870,2024,GA0770000,GA0770000,,N,N,,I,IRWIN,IRWIN CO SO OCILLA,Irwin,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,6200,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,13,1,14,1,10,11,2.3,4.0,2018-01-01,2019-10-01,2019-10-01,2020-08-01,2020-08-01,2020-08-01,N,IRWIN,Not Specified,Y,Y,Y
38712024,3871,2024,GA0770100,GA0770100,,N,N,,I,OCILLA,OCILLA PD,Ocilla,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,2791,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,0,13,2,0,2,5.4,5.4,2018-01-01,2019-07-01,2019-07-01,2020-06-01,2020-05-01,2020-05-01,N,IRWIN,Not Specified,Y,Y,Y
38722024,3872,2024,GA0780000,GA0780000,,N,N,,I,JACKSON,JACKSON CO SO JEFFERSON,Jackson,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,51371,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,69,25,94,13,28,41,1.6,2.6,2018-01-01,2019-10-01,2019-10-01,2019-11-01,2019-11-01,2019-11-01,N,JACKSON,Not Specified,Y,Y,Y
38742024,3874,2024,GA0780200,GA0780200,,N,N,,I,JEFFERSON,JEFFERSON PD,Jefferson,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,16643,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,26,0,26,4,2,6,1.8,1.9,2018-01-01,2019-09-01,2019-09-01,2020-09-01,2020-08-01,2020-09-01,N,JACKSON,Not Specified,Y,Y,Y
38752024,3875,2024,GA0780300,GA0780300,,N,N,,I,MAYSVILLE,MAYSVILLE PD,Maysville,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,2266,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2018-01-01,2019-08-01,2019-08-01,2019-09-01,2019-09-01,2019-09-01,N,"BANKS, JACKSON",Not Specified,Y,Y,Y
38762024,3876,2024,GA0780400,GA0780400,,N,N,,I,ARCADE,ARCADE PD,Arcade,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,2008,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,1,1,2.0,2.5,2018-01-01,2019-12-01,2019-12-01,2020-12-01,2020-12-01,2021-03-01,N,JACKSON,Not Specified,Y,Y,Y
38782024,3878,2024,GA0780600,GA0780600,,N,N,,I,BRASELTON,BRASELTON PD,Braselton,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,16240,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,22,0,22,0,1,1,1.4,1.4,2018-01-01,2018-09-01,2018-09-01,2019-03-01,2019-03-01,2019-03-01,N,"BARROW, GWINNETT, HALL, JACKSON","Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38792024,3879,2024,GA0780900,GA0780900,,N,N,,I,PENDERGRASS,PENDERGRASS POLICE DEPARTMENT,Pendergrass ,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1839,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,9,0,9,0,1,1,4.9,5.4,2018-01-01,2020-01-01,2020-01-01,2020-03-01,2020-03-01,2020-03-01,N,JACKSON,Not Specified,Y,Y,Y
38802024,3880,2024,GA0790000,GA0790000,,N,N,,I,JASPER,JASPER CO SO MONTICELLO,Jasper,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,14240,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,21,6,27,6,12,18,1.9,3.2,2018-01-01,2019-10-01,2019-10-01,2020-02-01,2020-02-01,2020-02-01,N,JASPER,"Atlanta-Sandy Springs-Roswell, GA",Y,Y,Y
38832024,3883,2024,GA0800100,GA0800100,,N,N,,I,HAZLEHURST,HAZLEHURST PD,Hazlehurst,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,4066,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,1,1,2,2.2,2.5,2018-01-01,2019-09-01,2019-09-01,2020-05-01,2020-05-01,2020-05-01,N,JEFF DAVIS,Not Specified,Y,Y,Y
38842024,3884,2024,GA0810000,GA0810000,,N,N,,I,JEFFERSON,JEFFERSON CO SO LOUISVILLE,Jefferson,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,County,8605,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,31,7,38,0,19,19,3.6,6.6,2018-01-01,2019-10-01,2019-10-01,2020-03-01,2020-03-01,2020-03-01,N,JEFFERSON,Not Specified,Y,Y,Y
38862024,3886,2024,GA0810200,GA0810200,,N,N,,I,WADLEY,WADLEY PD,Wadley,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,1547,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,8,0,8,0,1,1,5.2,5.8,2018-01-01,2020-07-01,2022-07-01,2022-07-01,2023-06-01,,N,JEFFERSON,Not Specified,Y,Y,Y
38882024,3888,2024,GA0810400,GA0810400,,N,N,,I,BARTOW,BARTOW PD,Bartow,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,177,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2018-01-01,2020-01-01,2020-01-01,,,,N,JEFFERSON,Not Specified,Y,Y,Y
38892024,3889,2024,GA0810500,GA0810500,,N,N,,I,STAPLETON,STAPLETON,Stapleton,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,399,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2018-01-01,2020-07-01,2020-07-01,,,,N,JEFFERSON,Not Specified,Y,Y,Y
38912024,3891,2024,GA0820100,GA0820100,,N,N,,I,MILLEN,MILLEN PD,Millen,,A,13,Georgia,GA,GA,5,South Atlantic,3,South,Region III,City,2962,23363,GAUCR0001,Georgia Bureau of Investigation Georgia Crime Information Center,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,2,0,2,4.1,4.1,2018-01-01,2019-10-01,2019-10-01,2020-03-01,2020-03-01,2020-03-01,N,JENKINS,Not Specified,Y,Y,Y
